Age,Education_Level,Time_Spent_on_Videos,Quiz_Attempts,Quiz_Scores,Forum_Participation,Assignment_Completion_Rate,Engagement_Level,Final_Exam_Score,Feedback_Score,Dropout_Likelihood,Gender_Female,Gender_Male,Course_Name_Machine Learning,Course_Name_Python Basics,Course_Name_Data Science,Course_Name_Web Development,Learning_Style_Visual,Learning_Style_Reading/Writing,Learning_Style_Kinesthetic
26,1,281,3,58,37,97,0,37,1,0,1,0,0,1,0,0,0,1,0
20,0,259,1,94,22,63,1,72,4,0,1,0,0,0,0,0,0,1,0
49,0,115,4,41,21,47,2,76,5,0,0,1,0,0,1,0,0,0,0
44,0,318,4,49,18,91,1,63,3,0,1,0,0,1,0,0,0,0,1
16,1,458,4,75,30,94,1,65,3,0,0,1,1,0,0,0,0,0,0
26,1,286,1,63,33,73,1,46,1,0,0,1,0,0,0,1,1,0,0
16,2,247,4,61,23,85,1,83,2,1,0,1,0,0,0,1,1,0,0
19,0,342,1,63,37,93,2,54,3,0,0,1,0,0,0,0,0,1,0
32,0,71,3,68,10,52,1,72,4,0,0,1,0,1,0,0,0,0,1
20,1,266,4,67,28,82,1,66,1,0,1,0,1,0,0,0,0,0,0
28,2,205,2,89,3,58,0,37,4,0,1,0,1,0,0,0,0,0,1
18,2,58,4,43,15,69,1,69,4,0,0,1,0,0,0,1,1,0,0
47,0,273,4,79,32,90,1,97,3,1,1,0,0,0,1,0,0,0,0
16,2,389,1,34,21,83,1,77,5,0,1,0,0,0,0,0,1,0,0
35,0,499,1,84,26,48,0,52,1,0,0,1,0,0,0,1,0,1,0
36,1,409,2,59,42,44,0,98,2,0,1,0,0,1,0,0,0,0,1
26,1,406,2,72,16,55,1,93,2,0,1,0,0,1,0,0,0,0,0
42,1,194,1,66,45,49,1,45,3,0,0,1,0,0,0,1,0,0,1
30,1,377,2,60,4,68,2,91,1,0,0,1,0,0,1,0,0,1,0
49,1,267,3,60,39,92,2,38,1,0,1,0,0,0,1,0,0,1,0
27,1,430,4,42,3,93,1,54,2,0,1,0,0,0,0,1,0,1,0
44,2,264,2,69,20,93,1,53,2,0,0,0,0,0,1,0,0,1,0
42,1,499,2,94,44,61,1,62,5,0,0,1,0,0,1,0,0,1,0
44,2,18,1,55,17,78,1,93,1,1,0,1,1,0,0,0,1,0,0
44,1,177,1,66,15,44,0,46,4,0,1,0,0,1,0,0,0,0,1
25,1,395,2,35,21,62,2,54,4,0,0,0,0,0,0,0,0,1,0
49,1,457,3,44,36,44,1,74,5,0,1,0,0,0,0,1,0,0,0
44,1,453,2,56,42,58,1,77,4,0,1,0,1,0,0,0,0,1,0
37,1,427,1,63,4,62,1,98,1,1,0,1,0,0,1,0,0,0,0
38,0,469,2,67,19,86,1,46,4,0,1,0,0,0,1,0,0,0,0
35,1,227,2,85,6,65,2,46,5,0,0,1,0,0,0,0,1,0,0
18,1,326,2,70,6,74,1,57,4,0,0,1,0,0,0,1,1,0,0
36,1,101,3,69,1,73,0,32,5,0,0,1,0,1,0,0,0,1,0
47,1,371,1,43,2,78,2,64,2,0,1,0,0,0,1,0,1,0,0
36,0,141,2,47,29,80,1,38,5,0,0,1,0,0,0,0,0,1,0
15,0,220,1,74,17,94,1,94,3,1,1,0,0,0,0,0,0,1,0
33,2,92,1,44,21,86,1,92,4,0,1,0,1,0,0,0,0,0,1
37,2,253,1,79,8,91,2,68,5,0,1,0,0,0,0,1,0,1,0
38,1,265,4,96,13,54,2,64,2,0,1,0,0,1,0,0,0,0,1
38,1,98,3,50,33,72,1,44,5,0,0,1,0,0,0,1,1,0,0
36,0,446,2,37,25,48,1,99,4,0,1,0,0,1,0,0,0,0,1
49,0,202,2,47,15,54,1,55,5,0,0,1,0,0,0,0,1,0,0
39,2,372,2,52,26,98,2,75,4,0,1,0,0,0,0,1,0,0,0
32,0,491,4,68,28,97,0,53,1,0,1,0,0,1,0,0,0,1,0
37,2,494,4,97,13,42,1,96,4,0,1,0,1,0,0,0,1,0,0
15,2,410,2,35,41,62,1,72,5,0,0,1,0,0,0,0,1,0,0
41,1,171,3,41,24,57,1,36,5,0,1,0,0,0,1,0,1,0,0
34,0,466,4,35,25,84,2,80,2,0,0,1,0,0,1,0,0,0,0
41,1,155,4,39,9,54,1,86,3,1,1,0,0,1,0,0,1,0,0
21,1,427,2,94,1,55,1,93,3,0,0,1,0,0,0,0,0,0,1
18,2,119,4,38,27,55,2,73,3,0,1,0,0,1,0,0,0,0,0
42,1,184,4,66,43,83,1,63,4,0,0,1,0,0,0,0,1,0,0
46,1,166,1,63,10,93,0,46,1,0,0,1,0,0,0,0,1,0,0
44,1,411,3,57,46,71,2,88,2,0,1,0,1,0,0,0,1,0,0
31,2,430,3,66,47,98,1,31,5,0,1,0,0,0,0,1,0,0,0
25,1,364,3,83,31,52,0,57,4,0,1,0,0,1,0,0,1,0,0
32,1,440,2,77,16,91,0,41,4,0,0,0,0,0,0,0,1,0,0
27,2,486,3,82,2,79,2,30,3,1,1,0,1,0,0,0,0,1,0
33,0,495,3,37,14,42,1,48,3,1,0,0,1,0,0,0,1,0,0
44,2,181,1,83,7,85,1,51,3,0,0,1,0,0,1,0,0,1,0
39,0,368,1,91,18,67,2,76,1,0,0,1,0,0,0,0,0,0,0
33,0,385,1,91,49,75,1,40,5,0,0,1,0,0,0,1,0,1,0
18,0,143,4,94,42,82,1,71,3,1,0,1,0,0,1,0,0,0,1
27,0,434,3,92,31,65,2,79,2,0,1,0,0,0,0,0,1,0,0
29,0,315,1,68,42,83,0,74,5,0,1,0,0,0,0,1,0,0,0
40,0,349,4,78,23,58,2,61,5,0,1,0,0,1,0,0,1,0,0
40,0,163,1,90,22,95,1,90,4,0,0,1,0,0,0,0,0,0,1
25,2,40,3,82,2,54,1,43,1,0,1,0,0,0,0,1,0,0,0
31,1,415,3,58,3,87,1,46,3,0,0,1,1,0,0,0,0,0,0
49,0,415,3,42,14,43,0,62,5,0,0,1,0,0,1,0,0,0,1
33,1,51,3,97,4,86,1,99,1,0,1,0,0,1,0,0,0,1,0
26,0,247,1,32,12,47,2,65,1,0,0,1,0,0,0,1,1,0,0
46,0,293,1,80,38,43,0,54,4,1,0,1,0,0,1,0,0,1,0
43,1,311,3,87,19,90,2,47,2,0,1,0,0,0,0,1,0,0,0
34,0,496,3,75,0,81,2,75,1,0,1,0,0,0,0,1,1,0,0
20,1,427,2,93,11,62,1,80,5,0,0,1,0,0,0,1,0,0,0
30,1,329,3,47,9,56,2,49,2,0,1,0,0,0,0,1,0,0,1
19,1,395,4,62,11,42,2,36,5,0,0,1,0,0,0,0,0,0,0
45,0,204,2,86,31,54,2,72,2,0,0,1,0,0,0,1,1,0,0
18,0,384,2,81,38,48,1,32,5,1,1,0,0,0,1,0,0,1,0
49,1,437,4,97,27,92,1,47,1,0,1,0,0,0,0,0,0,0,0
39,1,50,3,52,10,42,1,84,5,1,0,0,0,1,0,0,0,0,0
29,1,397,3,55,22,51,2,56,3,0,1,0,0,0,0,0,1,0,0
18,1,437,1,33,39,65,2,74,1,0,0,1,0,0,0,0,0,0,0
45,2,300,2,61,49,57,1,93,4,1,0,1,1,0,0,0,0,0,0
43,0,141,1,69,29,63,2,45,5,0,1,0,0,0,1,0,1,0,0
29,1,379,4,91,28,92,1,80,5,0,0,1,0,1,0,0,1,0,0
43,1,246,4,84,6,94,1,74,4,0,0,0,1,0,0,0,0,1,0
24,0,200,4,83,24,59,1,31,3,0,1,0,0,0,1,0,0,0,1
23,2,12,3,73,15,97,0,85,5,0,1,0,0,0,1,0,0,0,1
43,1,268,3,60,7,40,1,92,3,0,0,1,0,1,0,0,0,1,0
32,1,426,4,41,35,71,2,37,4,0,0,1,0,0,1,0,0,0,1
45,0,351,1,87,38,47,1,33,5,0,1,0,0,0,1,0,0,0,0
15,1,211,4,65,6,99,1,87,4,1,0,0,0,0,0,1,0,1,0
22,1,110,2,56,14,49,1,40,2,0,0,1,0,0,0,1,0,0,1
17,0,304,3,99,2,59,0,83,1,0,1,0,0,0,0,0,0,0,0
27,1,400,1,74,46,79,2,47,3,1,1,0,1,0,0,0,0,0,1
27,1,303,4,83,21,57,2,38,4,0,0,1,1,0,0,0,0,0,1
21,2,179,1,98,12,98,1,99,4,0,0,1,0,0,0,1,0,1,0
17,1,202,1,54,25,93,1,63,1,0,1,0,0,0,0,0,0,0,0
43,0,29,4,89,27,42,2,79,1,0,0,1,0,0,1,0,1,0,0
15,1,98,3,75,22,44,1,80,1,0,1,0,0,0,0,1,0,0,0
41,2,95,3,56,10,58,2,76,5,0,0,1,0,0,1,0,1,0,0
28,0,255,1,45,47,65,1,37,1,0,0,1,1,0,0,0,0,0,0
48,0,323,2,40,3,57,1,35,5,0,1,0,0,0,0,1,0,1,0
18,0,81,1,31,40,48,2,95,5,0,1,0,0,0,1,0,0,0,1
39,0,236,4,98,16,86,1,47,5,1,1,0,0,0,0,1,0,1,0
45,2,423,1,89,26,85,1,49,5,0,0,1,0,0,0,0,0,0,1
32,2,47,4,58,19,86,1,97,1,0,1,0,0,1,0,0,0,1,0
37,2,232,1,60,12,51,1,36,2,0,1,0,0,0,1,0,0,1,0
27,0,481,1,63,35,69,0,86,5,0,0,1,0,0,1,0,1,0,0
42,1,228,1,86,40,91,1,89,5,0,1,0,0,1,0,0,0,0,1
28,0,342,4,76,41,98,1,75,5,0,1,0,0,0,0,1,0,0,0
37,0,140,3,65,5,84,1,37,3,1,1,0,0,0,1,0,1,0,0
31,1,41,2,46,39,94,1,99,2,0,0,0,0,1,0,0,0,1,0
38,1,30,2,68,49,55,1,82,2,0,1,0,0,0,0,0,0,1,0
35,1,360,3,91,16,60,2,76,4,0,1,0,0,0,1,0,0,0,1
24,1,21,3,50,17,94,0,97,1,0,0,1,1,0,0,0,0,1,0
43,1,402,2,69,7,91,2,84,1,0,1,0,0,0,0,1,0,1,0
21,1,138,1,96,16,86,1,81,1,1,0,1,0,0,1,0,1,0,0
20,1,134,2,62,44,99,2,45,3,1,1,0,1,0,0,0,1,0,0
28,1,245,3,40,22,55,1,47,4,0,0,1,0,0,1,0,1,0,0
23,1,63,3,54,44,92,1,85,4,0,0,1,0,0,0,1,0,0,0
25,1,83,3,88,20,66,1,90,2,0,1,0,0,1,0,0,1,0,0
46,0,290,2,57,28,98,0,33,4,0,1,0,0,0,0,0,0,0,1
44,0,399,4,30,3,52,0,38,1,1,0,1,0,0,0,1,1,0,0
45,2,111,1,73,12,85,1,88,1,0,0,1,1,0,0,0,0,0,1
48,1,408,4,78,13,74,0,42,3,0,1,0,0,0,0,0,0,0,0
39,2,326,1,40,32,94,1,71,2,0,1,0,1,0,0,0,0,0,1
42,0,371,2,70,18,84,1,99,2,0,1,0,0,1,0,0,0,0,0
40,1,173,2,42,27,71,1,92,4,0,0,1,0,0,0,0,0,0,0
40,1,409,1,35,31,87,2,47,4,0,0,1,1,0,0,0,0,0,0
21,1,217,2,45,21,49,1,84,3,0,1,0,0,0,0,1,0,1,0
29,1,356,4,76,4,52,1,30,3,0,0,1,0,0,0,1,1,0,0
39,1,55,4,34,30,43,2,47,1,0,0,1,0,0,0,0,0,0,0
22,2,295,1,40,27,89,2,67,1,0,0,1,0,0,1,0,0,0,0
17,1,378,3,79,24,78,1,37,2,0,0,1,1,0,0,0,0,0,0
43,1,99,1,42,33,95,2,91,1,0,1,0,0,0,0,0,1,0,0
32,2,435,3,38,3,51,1,32,2,0,1,0,1,0,0,0,0,1,0
48,1,216,4,35,37,77,1,84,5,1,0,1,0,1,0,0,1,0,0
48,1,163,2,65,38,98,2,76,5,0,1,0,0,1,0,0,0,0,0
21,1,37,4,74,36,97,1,59,5,0,1,0,0,0,0,0,1,0,0
28,1,487,4,58,44,48,2,47,4,1,1,0,0,0,0,0,1,0,0
32,1,278,1,49,39,75,1,64,3,0,0,1,0,1,0,0,0,0,0
17,2,449,3,68,45,59,1,69,5,0,0,1,0,0,0,0,0,1,0
24,1,243,1,73,33,91,1,90,2,0,1,0,0,1,0,0,1,0,0
47,1,306,1,38,35,92,2,89,5,0,1,0,0,0,0,1,0,1,0
40,1,432,2,81,22,83,1,84,3,0,1,0,0,0,0,0,1,0,0
37,1,298,2,70,15,62,1,57,2,0,1,0,0,0,1,0,0,0,0
41,1,407,3,55,1,47,0,97,3,1,0,1,0,1,0,0,1,0,0
42,0,38,3,96,20,53,1,31,3,1,0,1,0,0,1,0,0,0,1
29,1,463,3,51,13,47,2,31,1,0,0,1,1,0,0,0,0,1,0
25,0,341,1,36,32,99,2,34,4,0,1,0,0,0,0,0,0,1,0
28,0,359,1,41,7,50,2,79,3,0,0,1,0,1,0,0,1,0,0
15,0,313,3,91,33,76,0,96,4,0,0,1,0,0,1,0,1,0,0
48,2,163,3,64,37,81,2,94,1,0,1,0,0,1,0,0,0,0,1
23,2,377,4,98,29,79,1,88,1,0,0,1,0,1,0,0,0,1,0
46,1,149,4,72,34,43,1,70,5,0,0,1,1,0,0,0,0,1,0
33,2,367,1,56,3,45,1,71,4,1,1,0,0,1,0,0,0,0,1
24,1,420,2,89,1,88,2,89,4,1,0,0,0,0,1,0,0,0,1
42,1,42,4,64,11,96,2,71,4,0,0,1,0,0,0,1,0,0,0
22,2,38,1,65,2,67,2,96,5,1,1,0,0,0,0,0,1,0,0
22,2,304,4,44,11,61,0,93,1,0,0,1,1,0,0,0,0,1,0
42,2,494,2,97,49,45,1,44,3,0,1,0,1,0,0,0,0,0,1
40,0,276,2,69,2,98,1,51,4,0,0,1,1,0,0,0,0,0,1
46,1,166,2,30,47,44,1,87,1,0,1,0,0,1,0,0,0,0,1
32,1,314,3,36,37,44,1,75,5,1,1,0,0,0,0,0,0,0,0
43,0,17,3,31,11,87,1,68,4,0,1,0,0,0,0,1,1,0,0
48,0,268,1,34,40,71,2,77,5,1,1,0,0,1,0,0,0,0,0
41,1,273,3,73,42,78,0,68,1,0,1,0,0,1,0,0,0,1,0
19,1,199,1,38,13,42,1,42,5,0,1,0,0,0,1,0,0,0,0
40,1,401,2,80,40,76,1,47,1,0,1,0,0,0,0,0,0,0,0
17,1,190,1,87,3,43,2,85,2,0,0,1,0,1,0,0,0,0,1
29,1,94,2,31,6,81,2,31,4,1,0,1,1,0,0,0,0,1,0
17,0,156,2,51,42,97,1,62,2,0,1,0,0,1,0,0,0,1,0
49,1,245,4,70,9,70,1,48,3,0,1,0,0,0,0,0,0,1,0
28,1,134,4,85,10,71,1,81,1,0,1,0,1,0,0,0,1,0,0
48,1,343,2,45,20,47,1,73,1,0,1,0,1,0,0,0,0,0,1
27,1,204,3,69,5,77,2,55,1,0,1,0,0,1,0,0,0,0,1
33,1,467,3,39,39,71,1,36,5,1,0,1,0,1,0,0,0,1,0
22,1,464,1,47,19,88,1,97,5,0,1,0,1,0,0,0,0,1,0
26,2,109,2,90,30,78,1,61,2,0,0,1,0,0,1,0,1,0,0
46,2,86,1,59,15,90,0,84,2,0,1,0,1,0,0,0,0,0,1
35,1,101,1,88,31,67,2,68,2,0,1,0,0,0,0,0,0,0,1
23,1,27,4,36,31,65,0,95,4,0,0,0,1,0,0,0,0,0,0
21,1,419,2,78,35,96,0,52,1,0,0,1,0,0,1,0,1,0,0
24,0,332,1,53,13,40,2,59,3,0,1,0,0,1,0,0,0,0,1
22,0,132,3,77,27,93,1,82,5,0,0,1,1,0,0,0,0,0,1
30,1,438,2,89,20,66,1,35,5,0,1,0,0,0,0,0,1,0,0
42,1,59,1,38,22,66,1,30,2,0,0,1,0,0,0,0,0,1,0
38,0,409,4,87,37,64,1,84,2,1,1,0,1,0,0,0,0,0,1
44,2,354,4,52,47,91,2,35,3,0,1,0,0,1,0,0,0,0,1
42,1,228,1,39,46,45,1,98,3,0,0,1,0,0,1,0,0,0,1
19,0,84,3,42,8,66,1,55,4,0,1,0,0,1,0,0,0,1,0
21,1,138,3,50,10,62,0,67,2,0,1,0,0,0,0,1,0,1,0
37,1,342,3,53,26,60,1,81,3,0,1,0,0,0,1,0,0,0,1
19,0,466,1,96,38,45,0,36,5,0,1,0,0,1,0,0,0,0,1
37,2,484,1,82,39,61,1,77,3,0,0,1,0,0,1,0,0,1,0
18,1,428,1,66,4,72,0,75,3,0,1,0,0,0,1,0,0,0,1
19,1,348,3,33,9,66,1,82,1,0,1,0,1,0,0,0,1,0,0
37,1,81,1,81,7,88,1,64,2,0,0,1,0,0,0,0,0,0,1
32,0,193,2,94,3,66,2,52,1,0,0,1,0,0,0,1,0,0,1
29,1,137,3,96,28,95,0,30,1,0,0,1,0,1,0,0,0,0,1
40,1,311,1,93,45,60,2,33,2,0,1,0,0,0,0,0,0,0,1
30,1,267,1,84,48,63,0,49,4,0,1,0,0,0,0,1,1,0,0
18,1,121,3,30,34,50,0,73,2,0,1,0,0,0,0,0,0,1,0
21,2,463,4,70,9,46,0,48,5,1,1,0,0,0,0,1,0,0,0
29,1,197,3,84,1,60,0,96,2,1,0,1,0,1,0,0,1,0,0
29,1,418,1,91,45,60,1,51,2,0,1,0,0,0,1,0,1,0,0
35,0,236,4,41,18,71,0,92,1,0,1,0,0,0,0,1,0,0,1
41,2,331,4,97,49,49,1,69,5,0,1,0,0,0,1,0,1,0,0
41,1,29,1,83,43,50,1,96,2,0,1,0,0,0,1,0,0,0,1
43,0,167,4,61,27,45,2,44,5,0,1,0,0,1,0,0,0,1,0
42,0,382,1,86,33,97,1,38,3,0,1,0,0,0,0,1,0,1,0
34,1,309,2,91,10,75,1,61,2,0,0,1,0,0,0,0,0,0,1
29,1,38,3,79,14,91,1,50,5,0,1,0,0,0,0,1,0,1,0
24,2,306,1,93,6,72,1,54,3,1,0,1,0,0,0,1,0,0,1
43,0,42,3,33,39,76,2,48,3,0,1,0,1,0,0,0,0,0,0
39,1,448,4,96,48,49,2,70,5,0,1,0,0,0,0,1,1,0,0
33,0,357,4,59,47,51,2,89,2,0,1,0,0,0,1,0,0,0,0
37,0,497,3,48,29,81,0,75,3,0,1,0,0,1,0,0,1,0,0
30,2,345,4,90,10,82,1,81,5,0,1,0,0,1,0,0,0,0,1
24,1,297,2,54,14,98,2,85,2,1,0,1,0,0,0,0,1,0,0
18,1,230,3,60,36,94,1,37,5,0,0,1,0,0,1,0,0,0,0
19,1,178,2,84,33,82,1,96,2,0,0,0,0,0,1,0,1,0,0
41,2,326,2,88,27,66,2,77,3,0,1,0,0,0,0,1,1,0,0
32,0,348,2,66,20,40,1,71,1,0,1,0,0,0,0,1,0,0,1
18,2,26,2,46,14,95,1,87,5,0,1,0,0,1,0,0,0,1,0
48,1,240,3,55,3,65,2,75,2,0,0,1,0,0,0,0,0,1,0
48,1,470,1,96,45,92,1,77,3,1,0,1,0,0,1,0,0,0,1
29,0,153,2,38,39,47,1,83,5,0,1,0,1,0,0,0,1,0,0
22,1,297,4,96,40,61,2,94,4,0,1,0,0,0,0,1,0,0,0
22,1,487,2,36,39,68,1,68,4,0,0,1,0,1,0,0,1,0,0
22,1,265,3,52,49,42,1,47,3,0,0,1,0,0,0,0,0,1,0
38,0,34,3,94,22,80,1,49,2,0,1,0,0,1,0,0,1,0,0
31,0,296,1,57,0,56,1,83,5,1,1,0,0,1,0,0,0,0,0
38,0,388,1,93,20,60,2,87,2,0,1,0,0,0,1,0,1,0,0
28,0,267,3,95,19,99,1,51,5,0,0,1,0,0,1,0,0,1,0
39,0,384,2,96,18,63,0,43,2,0,0,1,1,0,0,0,0,1,0
31,0,353,4,91,18,52,2,83,5,0,0,1,1,0,0,0,1,0,0
47,1,206,4,48,20,73,1,68,5,0,0,1,0,0,1,0,0,1,0
25,0,435,2,43,46,91,1,32,1,0,1,0,0,0,0,1,0,1,0
19,1,448,1,56,40,68,1,30,2,0,0,1,0,1,0,0,0,0,0
16,2,332,2,35,48,67,2,45,5,0,0,1,0,0,0,0,0,1,0
30,1,429,3,62,1,67,0,87,1,0,0,1,1,0,0,0,0,0,1
31,0,434,3,45,47,95,1,49,5,0,1,0,0,0,0,0,0,0,1
23,1,298,4,95,30,84,2,74,4,1,0,1,1,0,0,0,0,0,1
40,0,50,3,52,4,77,0,94,4,0,0,1,0,0,0,0,0,0,0
36,0,268,3,51,33,78,1,41,3,0,1,0,0,0,0,0,0,0,1
36,1,178,3,91,32,48,0,68,4,0,1,0,0,0,0,0,1,0,0
16,1,476,3,50,31,94,1,54,4,0,1,0,0,0,0,0,0,0,1
26,0,239,1,61,23,62,0,78,5,1,1,0,1,0,0,0,0,0,1
26,1,373,1,92,10,83,2,81,1,0,1,0,0,0,0,0,0,0,1
25,0,263,3,48,19,98,2,35,4,0,0,0,0,0,1,0,0,0,0
28,0,479,3,40,8,92,1,53,2,0,1,0,0,0,0,1,1,0,0
39,1,51,2,70,3,81,0,65,5,0,0,1,0,1,0,0,0,0,1
44,1,86,2,96,13,75,0,74,1,0,1,0,0,0,0,1,0,1,0
46,0,285,3,67,16,83,0,38,5,1,0,1,0,0,0,0,0,0,0
23,2,148,1,99,5,93,0,68,5,0,0,1,0,0,1,0,0,0,1
15,0,283,1,67,24,58,2,42,5,0,0,1,1,0,0,0,0,0,1
16,1,103,1,61,36,78,2,53,4,0,0,1,0,1,0,0,1,0,0
28,2,220,4,63,47,50,1,76,3,0,0,1,0,1,0,0,1,0,0
38,0,48,3,80,21,74,2,79,1,1,1,0,1,0,0,0,0,1,0
47,1,93,2,46,5,66,1,85,5,0,1,0,0,1,0,0,0,1,0
25,0,433,1,82,40,97,2,60,5,0,0,0,0,1,0,0,1,0,0
43,1,339,3,98,2,72,0,56,5,0,0,1,0,0,0,0,0,0,1
29,1,162,4,53,9,71,0,80,2,1,0,0,0,1,0,0,0,0,1
21,1,18,2,61,4,55,0,43,5,0,1,0,0,0,1,0,1,0,0
39,1,455,1,67,46,94,1,72,3,0,0,1,0,0,1,0,0,1,0
15,0,202,3,82,48,67,1,70,3,1,1,0,0,0,1,0,0,0,1
33,2,451,4,97,1,78,2,60,1,0,1,0,0,0,1,0,0,0,0
32,1,342,4,88,13,77,0,47,5,0,0,1,1,0,0,0,0,1,0
18,2,399,4,81,15,51,1,30,3,0,0,1,0,0,0,1,0,0,1
20,1,443,2,49,5,49,1,40,5,1,1,0,0,0,0,0,1,0,0
43,0,222,4,33,47,77,1,84,2,0,0,1,0,0,0,0,0,1,0
32,0,352,3,69,23,93,1,60,3,0,1,0,0,1,0,0,1,0,0
19,0,150,1,70,47,61,1,90,3,1,0,1,0,0,0,1,0,0,0
38,1,50,2,77,19,61,2,65,4,0,1,0,0,0,0,1,0,0,0
39,1,493,2,47,33,60,2,52,5,0,0,1,1,0,0,0,0,1,0
15,1,27,1,95,11,87,1,66,4,1,1,0,0,0,0,0,0,1,0
29,0,355,4,75,2,85,1,30,1,0,1,0,0,0,0,1,0,0,0
36,1,209,2,53,30,68,1,68,5,0,1,0,0,1,0,0,0,0,0
19,0,485,3,30,28,69,2,68,5,1,1,0,0,0,0,0,1,0,0
45,1,20,1,31,47,76,2,65,3,0,0,1,1,0,0,0,0,0,0
41,0,43,4,94,21,49,2,52,4,0,1,0,0,0,0,0,1,0,0
47,1,343,4,89,6,72,1,86,5,0,0,1,0,0,0,0,1,0,0
16,2,434,3,99,19,66,2,35,4,1,1,0,1,0,0,0,0,1,0
42,0,337,4,33,46,71,1,79,3,0,0,1,0,0,0,1,0,0,0
46,0,469,4,77,45,67,2,96,3,0,0,1,0,0,0,0,1,0,0
24,1,238,2,66,19,41,1,62,5,0,1,0,1,0,0,0,1,0,0
30,1,346,4,57,8,98,2,60,2,1,0,1,0,0,0,0,0,1,0
18,1,90,2,52,8,50,1,68,4,0,0,1,0,0,1,0,0,0,0
26,1,81,3,53,14,97,1,53,4,0,0,0,0,0,1,0,1,0,0
39,0,202,3,41,10,53,1,56,1,0,0,1,0,0,0,0,0,1,0
47,2,294,4,54,5,51,2,65,1,1,1,0,0,0,0,0,0,1,0
23,2,87,1,58,5,98,0,66,2,0,1,0,0,0,0,0,0,0,1
23,0,110,3,92,15,51,2,93,3,0,1,0,0,0,0,0,0,0,0
33,1,262,2,45,10,62,1,43,3,0,0,1,0,1,0,0,0,1,0
15,1,19,3,62,38,79,1,77,5,0,0,1,0,0,1,0,0,1,0
28,0,166,1,93,2,52,2,44,3,0,0,1,0,0,0,1,0,0,1
36,0,212,3,70,41,93,0,84,3,0,0,1,0,0,0,1,1,0,0
29,2,315,1,49,9,80,1,97,5,0,1,0,1,0,0,0,0,0,1
44,1,210,4,77,35,80,1,42,4,0,1,0,0,0,0,0,1,0,0
31,0,460,3,35,25,56,1,39,4,0,0,1,1,0,0,0,0,1,0
31,0,466,1,65,1,57,1,40,3,0,0,0,1,0,0,0,0,1,0
39,1,411,4,43,3,96,2,78,2,0,0,1,0,0,0,0,0,0,1
45,0,487,1,33,34,87,1,70,3,0,0,1,0,0,1,0,0,0,0
41,0,123,2,37,20,68,0,33,2,0,0,1,0,1,0,0,0,1,0
30,1,247,4,34,12,49,1,38,2,0,1,0,0,1,0,0,1,0,0
35,2,368,1,37,42,50,2,67,2,0,0,1,1,0,0,0,0,0,0
35,1,301,3,41,4,94,0,71,2,1,0,1,0,0,1,0,0,0,1
23,2,87,1,78,20,99,1,97,5,1,0,1,1,0,0,0,0,0,1
16,2,324,3,41,37,86,1,39,5,0,0,1,0,0,1,0,0,1,0
32,0,277,1,39,48,96,1,67,3,0,0,1,1,0,0,0,0,0,1
22,1,39,1,42,31,54,2,57,5,0,1,0,0,0,0,0,0,0,1
40,1,154,4,57,36,67,0,84,3,0,0,1,0,0,1,0,0,1,0
16,1,181,3,91,42,51,1,81,1,1,1,0,1,0,0,0,0,0,0
21,1,107,3,30,13,87,2,31,4,0,1,0,1,0,0,0,1,0,0
49,1,415,1,65,43,44,1,82,1,1,0,1,0,0,0,0,0,0,0
15,1,237,1,87,44,43,1,49,5,0,1,0,0,0,1,0,1,0,0
41,0,452,1,87,1,61,1,45,4,0,1,0,0,0,1,0,0,1,0
31,2,360,4,67,25,94,1,64,5,0,1,0,0,0,1,0,0,0,0
31,0,372,2,86,4,76,1,50,4,0,1,0,0,0,0,0,1,0,0
43,2,356,4,37,24,52,1,74,2,0,1,0,0,0,0,1,1,0,0
38,0,196,4,93,42,55,2,74,2,0,0,1,1,0,0,0,0,1,0
28,1,441,3,43,17,50,1,69,1,0,1,0,1,0,0,0,0,0,0
37,1,493,3,99,40,52,0,83,3,0,1,0,0,0,0,0,0,0,0
34,0,160,1,90,1,69,0,61,5,0,0,1,0,0,1,0,0,0,0
49,1,367,2,68,30,48,2,35,4,1,1,0,0,1,0,0,0,1,0
25,0,359,3,91,15,95,2,88,2,1,1,0,1,0,0,0,0,0,0
21,1,202,3,80,17,54,1,73,4,0,1,0,0,0,0,1,0,1,0
19,0,482,2,70,40,77,1,88,5,1,1,0,0,0,1,0,0,0,0
46,1,477,1,88,29,46,0,37,3,0,1,0,1,0,0,0,0,0,0
36,2,107,2,95,22,52,1,48,4,0,1,0,1,0,0,0,0,1,0
37,0,69,2,50,41,45,1,61,4,1,1,0,0,0,1,0,0,1,0
39,1,111,2,59,15,69,1,41,2,0,0,1,0,1,0,0,1,0,0
39,2,405,4,52,36,50,1,59,3,0,0,1,0,0,1,0,0,0,1
46,2,25,1,69,34,50,2,30,2,0,0,1,0,0,0,0,0,0,0
31,1,84,3,66,25,91,1,69,2,0,1,0,0,1,0,0,0,0,1
30,2,78,1,59,46,57,1,89,3,0,0,1,0,0,0,1,0,0,1
43,0,224,1,52,25,79,1,47,2,0,1,0,1,0,0,0,1,0,0
19,1,208,3,88,47,99,1,34,2,1,0,1,1,0,0,0,0,0,1
41,0,19,4,73,49,57,1,48,5,1,0,1,1,0,0,0,1,0,0
26,0,288,3,54,20,52,1,71,4,1,1,0,0,0,0,1,0,0,0
